,Species,Common_Name,Category,Presence_Type,Kingdom,Phylum,Class,Order,Family,Location 1,Location 2,Location 3,Location 4,Location 5,Location 6,Location 7,Location 8,Location 9,Location 10,Location 11,Location 12,Location 13,Location 14,Location 15,Location 16,
1695,Sarcochilus hirticalcar,,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,QLD,,,,,,,,,,,,,,,,
1696,Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW, QLD,,,,,,,,,,,,,,,
1697,Sarcophilus harrisii,Tasmanian Devil,Endangered,Endemic,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,TAS,,,,,,,,,,,,,,,,
1698,Sauropus macranthus,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,QLD,,,,,,,,,,,,,,,,
1699,Scaevola macrophylla,Large-flowered Scaevola,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,WA,,,,,,,,,,,,,,,,
1700,Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin Blue-eye",Endangered,Endemic,Animalia,Chordata,Actinopterygii,Atheriniformes,Pseudomugilidae,QLD,,,,,,,,,,,,,,,,
1701,Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,WA,,,,,,,,,,,,,,,,
1702,Sclerolaena blakei,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,QLD,,,,,,,,,,,,,,,,
1703,Sclerolaena napiformis,Turnip Copperburr,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,NSW, VIC,,,,,,,,,,,,,,,
1704,Sclerolaena walkeri,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,QLD,,,,,,,,,,,,,,,,
1705,Sclerolaena walkeri,,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,NSW, SA,,,,,,,,,,,,,,,
1706,Selaginella andrewsii,Tallebudgera spikemoss,Vulnerable,Present,Plantae,Lycopodiophyta,Lycopodopiatae,Lycopodiales,Selaginellaceae,NSW, QLD,,,,,,,,,,,,,,,
1707,Semotrachia euzyga,a land snail,Endangered,Endemic,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,NT,,,,,,,,,,,,,,,,
1708,Senecio australis,a daisy,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,AET, NI,,,,,,,,,,,,,,,
1709,Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,VIC,,,,,,,,,,,,,,,,
1710,Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NSW, SA,,,,,,,,,,,,,,,
1711,Senecio evansianus,a daisy,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,AET, NI,,,,,,,,,,,,,,,
1712,Senecio georgianus,Grey Groundsel,Extinct,Extinct,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NSW, SA, TAS, VIC,,,,,,,,,,,,,
1713,Senecio hooglandii,a daisy,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,AET, NI,,,,,,,,,,,,,,,
1714,Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NSW, SA, TAS, VIC,,,,,,,,,,,,,
1715,Senecio megaglossus,Superb Groundsel,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,SA,,,,,,,,,,,,,,,,
1716,Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,SA, TAS, VIC,,,,,,,,,,,,,,
1717,Seriolella brama,Blue Warehou,Conservation Dependent,Present,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,NSW, OCE, QLD, SA, TAS, VIC, WA,,,,,,,,,,
1718,Setonix brachyurus,Quokka,Vulnerable,Endemic,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,WA,,,,,,,,,,,,,,,,
1719,Sinumelon bednalli,Bednall's Land Snail,Endangered,Endemic,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,NT,,,,,,,,,,,,,,,,
1720,Sminthopsis butleri,Butler's Dunnart,Vulnerable,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,NT, WA,,,,,,,,,,,,,,,
1721,Sminthopsis douglasi,Julia Creek Dunnart,Vulnerable,Endemic,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,QLD,,,,,,,,,,,,,,,,
1722,Sminthopsis psammophila,Sandhill Dunnart,Endangered,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,NT, SA, WA,,,,,,,,,,,,,,
1723,Solanum bauerianum,Bridal Flower ,Extinct,Extinct,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,NSW,,,,,,,,,,,,,,,,
1724,Solanum dissectum,,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,QLD,,,,,,,,,,,,,,,,
1725,Solanum dunalianum,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,QLD,,,,,,,,,,,,,,,,
1726,Solanum johnsonianum,,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,QLD,,,,,,,,,,,,,,,,
1727,Solanum karsense,Menindee Nightshade,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,NSW, SA, VIC,,,,,,,,,,,,,,
1728,Solanum sulphureum,,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,NSW,,,,,,,,,,,,,,,,
1729,Sophora fraseri,,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,NSW, QLD,,,,,,,,,,,,,,,
1730,Sphaerolobium acanthos,Grampians Globe-pea,Critically Endangered,Present ,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,VIC,,,,,,,,,,,,,,,,
1731,Sphenotoma drummondii,Mountain Paper-heath,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,WA,,,,,,,,,,,,,,,,
1732,Sphyrna lewini,Scalloped Hammerhead,Conservation Dependent,Present,Animalia,Chordata,Chondrichthyes,Chimaeiformes,Sphyrnidae,ACR, CI, CKI, CSI, NI, NSW, NT, OCE, QLD, TER, WA,,,,,,
1733,Spicospina flammocaerulea,Sunset Frog,Vulnerable,Endemic,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,WA,,,,,,,,,,,,,,,,
1734,Spirogardnera rubescens,Spiral Bush,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae,WA,,,,,,,,,,,,,,,,
1735,Spyridium coactilifolium,Butterfly Spyridium,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,SA,,,,,,,,,,,,,,,,
1736,Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,SA,,,,,,,,,,,,,,,,
1737,Spyridium furculentum,Forked Spyridium,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,VIC,,,,,,,,,,,,,,,,
1738,Spyridium lawrencei,Small-leaf Spyridium,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,TAS,,,,,,,,,,,,,,,,
1739,Spyridium obcordatum,Creeping Dusty Miller,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,TAS,,,,,,,,,,,,,,,,
1740,Stachystemon nematophorus,Three-flowered Stachystemon,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,WA,,,,,,,,,,,,,,,,
1741,Stackhousia annua,"Annual Stackhousia, Annual Candles",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Stackhousiaceae,SA, VIC,,,,,,,,,,,,,,,
1742,Stenanthemum pimeleoides,"Spreading Stenanthemum, Propellor Plant",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,TAS,,,,,,,,,,,,,,,,
1743,Sterna vittata bethunei,"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,Present,Animalia,Chordata,Aves,Charadriiformes,Laridae,OCE, TAS,,,,,,,,,,,,,,,
1744,Sterna vittata vittata,Antarctic Tern (Indian Ocean),Vulnerable,Present,Animalia,Chordata,Aves,Charadriiformes,Laridae,AET, ANT, HI, OCE,,,,,,,,,,,,,
1745,Sternula nereis nereis,Australian Fairy Tern,Vulnerable,Present,Animalia,Chordata,Aves,Charadriiformes,Laridae,NSW, OCE, SA, TAS, TER, VIC, WA,,,,,,,,,,
1746,Stiphodon semoni,Opal Cling Goby,Critically Endangered,Present,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,QLD,,,,,,,,,,,,,,,,
1747,Stipiturus malachurus intermedius,"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",Endangered,Endemic,Animalia,Chordata,Aves,Passeriformes,Maluridae,SA,,,,,,,,,,,,,,,,
1748,Stipiturus malachurus parimeda,Southern Emu-wren (Eyre Peninsula),Vulnerable,Endemic,Animalia,Chordata,Aves,Passeriformes,Maluridae,SA,,,,,,,,,,,,,,,,
1749,Stipiturus mallee,Mallee Emu-wren,Endangered,Present,Animalia,Chordata,Aves,Passeriformes,Maluridae,NSW, SA, VIC,,,,,,,,,,,,,,
1750,Stonesiella selaginoides,Clubmoss Bush-pea,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,TAS,,,,,,,,,,,,,,,,
1751,Streblus pendulinus,"Siah's Backbone, Sia's Backbone, Isaac Wood",Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Urticales,Moraceae,AET, NI,,,,,,,,,,,,,,,
1752,Strepera fuliginosa colei,Black Currawong (King Island),Vulnerable,Endemic,Animalia,Chordata,Aves,Passeriformes,Artamidae,TAS,,,,,,,,,,,,,,,,
1753,Strepera graculina crissalis,"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",Vulnerable,Present,Animalia,Chordata,Aves,Passeriformes,Artamidae,NSW,,,,,,,,,,,,,,,,
1754,Stylidium amabile,,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,WA,,,,,,,,,,,,,,,,
1755,Stylidium applanatum,Flat-leaved Triggerplant,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,WA,,,,,,,,,,,,,,,,
1756,Stylidium asymmetricum,Asymmetric Triggerplant,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,WA,,,,,,,,,,,,,,,,
1757,Stylidium coroniforme subsp. amblyphyllum,,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,WA,,,,,,,,,,,,,,,,
1758,Stylidium coroniforme subsp. coroniforme,"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,WA,,,,,,,,,,,,,,,,
1759,Stylidium ensatum,a triggerplant,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,NT,,,,,,,,,,,,,,,,
1760,Stylidium galioides,Yellow Mountain Triggerplant,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,WA,,,,,,,,,,,,,,,,
1761,Stylidium semaphorum,,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,WA,,,,,,,,,,,,,,,,
1762,Styphelia longissima,,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,WA,,,,,,,,,,,,,,,,
1763,Styphelia perileuca,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,NSW,,,,,,,,,,,,,,,,
1764,Swainsona murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,NSW, QLD, SA, VIC,,,,,,,,,,,,,
1765,Swainsona plagiotropis,"Red Darling-pea, Red Swainson-pea",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,NSW, VIC,,,,,,,,,,,,,,,
1766,Swainsona pyrophila,Yellow Swainson-pea,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,NSW, SA, VIC,,,,,,,,,,,,,,
1767,Swainsona recta,"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,ACT, NSW, VIC,,,,,,,,,,,,,,
1768,Symonanthus bancroftii,Bancrofts Symonanthus,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,WA,,,,,,,,,,,,,,,,
1769,Symplocos baeuerlenii,"Small-leaved Hazelwood, Shrubby Hazelwood",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Ebenales,Symplocaceae,NSW, QLD,,,,,,,,,,,,,,,
1770,Synaphea quartzitica,Quartz-loving Synaphea,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
1771,Synaphea sp. Fairbridge Farm (D. Papenfus 696),Selena's Synaphea,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
1772,Synaphea sp. Pinjarra (R. Davis 6578),Club-leafed Synaphea,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
1773,Synaphea sp. Pinjarra Plain (A.S. George 17182),,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
1774,Synaphea sp. Serpentine (G.R. Brand 103),,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
1775,Synaphea stenoloba,Dwellingup Synaphea,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
1776,Synemon plana,Golden Sun Moth,Critically Endangered,Present,Animalia,Arthropoda,Insecta,Lepidoptera,Castniidae,ACT, NSW, VIC,,,,,,,,,,,,,,
1777,Syzygium hodgkinsoniae,"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NSW, QLD,,,,,,,,,,,,,,,
1778,Syzygium moorei,"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NSW, QLD,,,,,,,,,,,,,,,
1779,Syzygium paniculatum,"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NSW, TER,,,,,,,,,,,,,,,
1780,Syzygium velarum,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,QLD,,,,,,,,,,,,,,,,
1781,Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,Endangered,Endemic,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,SA,,,,,,,,,,,,,,,,
1782,Taeniophyllum norfolkianum,"Minute Orchid, Ribbon-root Orchid",Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,AET, NI,,,,,,,,,,,,,,,
1783,Taraxacum cygnorum,Coast Dandelion,Vulnerable,Extinct,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,TAS, WA,,,,,,,,,,,,,,,
1784,Taraxacum cygnorum,Coast Dandelion,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,VIC,,,,,,,,,,,,,,,,
1785,Tasmannia glaucifolia,Fragrant Pepperbush,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Winteraceae,NSW,,,,,,,,,,,,,,,,
1786,Taudactylus acutirostris,"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",Extinct,Extinct,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,QLD,,,,,,,,,,,,,,,,
1787,Taudactylus diurnus,"Southern Day Frog, Mt Glorious Torrent Frog",Extinct,Extinct,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,QLD,,,,,,,,,,,,,,,,
1788,Taudactylus eungellensis,Eungella Day Frog,Endangered,Endemic,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,QLD,,,,,,,,,,,,,,,,
1789,Taudactylus pleione,"Kroombit Tinker Frog, Pleione's Torrent Frog",Critically Endangered,Endemic,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,QLD,,,,,,,,,,,,,,,,
1790,Taudactylus rheophilus,Tinkling Frog,Endangered,Endemic,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,QLD,,,,,,,,,,,,,,,,
1791,Tectaria devexa,,Endangered,Present,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Dryopteridaceae,AET, CI, QLD,,,,,,,,,,,,,,
1792,Tecticornia bulbosa,Large-articled Samphire,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,WA,,,,,,,,,,,,,,,,
1793,Tecticornia flabelliformis,Bead Glasswort,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,SA, VIC, WA,,,,,,,,,,,,,,
1794,Tephrosia leveillei,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,QLD,,,,,,,,,,,,,,,,
1795,Tetraria australiensis,Southern Tetraria,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,WA,,,,,,,,,,,,,,,,
1796,Tetratheca aphylla,Bungalbin Tetratheca,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,WA,,,,,,,,,,,,,,,,
1797,Tetratheca deltoidea,Granite Tetratheca,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,WA,,,,,,,,,,,,,,,,
1798,Tetratheca fasciculata,Cronin's Tetratheca,Extinct,Extinct,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,WA,,,,,,,,,,,,,,,,
1799,Tetratheca gunnii,"Shy Pinkbells, Shy Susan",Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,TAS,,,,,,,,,,,,,,,,
1800,Tetratheca harperi,Jackson Tetratheca,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,WA,,,,,,,,,,,,,,,,
1801,Tetratheca juncea,Black-eyed Susan,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,NSW,,,,,,,,,,,,,,,,
1802,Tetratheca nephelioides,,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,WA,,,,,,,,,,,,,,,,
1803,Tetratheca paynterae,Paynter's Tetratheca,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,WA,,,,,,,,,,,,,,,,
1804,Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",Vulnerable,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,CSI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC,,,,,,,,
1805,Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",Vulnerable,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,NSW, OCE, SA, TAS, VIC,,,,,,,,,,,,
1806,Thalassarche carteri,Indian Yellow-nosed  Albatross,Vulnerable,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,OCE, QLD, SA, VIC, WA,,,,,,,,,,,,
1807,Thalassarche cauta,Shy Albatross,Endangered,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,CSI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA,,,,,,,,
1808,Thalassarche chrysostoma,Grey-headed Albatross,Endangered,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,AET, ANT, HI, NSW, OCE, QLD, SA, TAS, VIC, WA,,,,,,,
1809,Thalassarche eremita,Chatham Albatross,Endangered,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,CSI, NI, NSW, OCE, QLD, TAS, TER, VIC,,,,,,,,,
1810,Thalassarche impavida,"Campbell Albatross, Campbell Black-browed Albatross",Vulnerable,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,ANT, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA,,,,,,,
1811,Thalassarche melanophris,Black-browed Albatross,Vulnerable,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,AET, ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA,,,,
1812,Thalassarche salvini,Salvin's Albatross,Vulnerable,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,NI, NSW, OCE, QLD, SA, TAS, TER, VIC,,,,,,,,,
1813,Thalassarche steadi,White-capped Albatross,Vulnerable,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA,,,,,
1814,Thaumatoperla alpina,Alpine Stonefly,Endangered,Present,Animalia,Arthropoda,Insecta,Plecoptera,Eustheniidae,VIC,,,,,,,,,,,,,,,,
1815,Thelymitra adorata,Wyong Sun Orchid,Critically Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW,,,,,,,,,,,,,,,,
1816,Thelymitra cyanapicata,"Blue Top Sun-orchid, Dark-tipped Sun-orchid",Critically Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,SA,,,,,,,,,,,,,,,,
1817,Thelymitra dedmaniarum,Cinnamon Sun Orchid,Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
1818,Thelymitra epipactoides,Metallic Sun-orchid,Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW, SA, VIC,,,,,,,,,,,,,,
1819,Thelymitra hygrophila,Blue Star Sun-orchid,Critically Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,SA,,,,,,,,,,,,,,,,
1820,Thelymitra jonesii,Sky-blue Sun-orchid,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,TAS,,,,,,,,,,,,,,,,
1821,Thelymitra kangaloonica,Kangaloon Sun Orchid,Critically Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW,,,,,,,,,,,,,,,,
1822,Thelymitra mackibbinii,Brilliant Sun-orchid,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,VIC,,,,,,,,,,,,,,,,
1823,Thelymitra matthewsii,Spiral Sun-orchid,Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW, SA, VIC,,,,,,,,,,,,,,
1824,Thelymitra psammophila,Sandplain Sun-orchid,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
1825,Thelymitra stellata,Star Sun-orchid,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
1826,Thersites mitchellae,Mitchell's Rainforest Snail,Critically Endangered,Endemic,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,NSW,,,,,,,,,,,,,,,,
1827,Thesium australe,"Austral Toadflax, Toadflax",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae,ACT, NSW, QLD, TAS, TER, VIC,,,,,,,,,,,
1828,Thomasia gardneri,Mt Holland Thomasia,Extinct,Extinct,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,WA,,,,,,,,,,,,,,,,
1829,Thomasia glabripetala,Sandplain Thomasia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,WA,,,,,,,,,,,,,,,,
1830,Thomasia montana,Hill Thomasia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,WA,,,,,,,,,,,,,,,,
1831,Thomasia sp. Green Hill (S.Paust 1322),Green Hill Thomasia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,WA,,,,,,,,,,,,,,,,
1832,Thryptomene wittweri,Mountain Thryptomene,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NT, WA,,,,,,,,,,,,,,,
1833,Thunnus maccoyii,Southern Bluefin Tuna,Conservation Dependent,Present,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,ACR, CI, CSI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA,,,,,
1834,Thylacinus cynocephalus,"Thylacine, Tasmanian Tiger",Extinct,Extinct,Animalia,Chordata,Mammalia,Polyprotodonta,Thylacinidae,TAS,,,,,,,,,,,,,,,,
1835,Thymichthys politus,Red Handfish,Critically Endangered,Endemic,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae,TAS,,,,,,,,,,,,,,,,
1836,Thymichthys politus,Red Handfish,Critically Endangered,Present,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae,OCE,,,,,,,,,,,,,,,,
1837,Thynninorchis nothofagicola,Myrtle Elbow Orchid,Critically Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,TAS,,,,,,,,,,,,,,,,
1838,Tiliqua adelaidensis,"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",Endangered,Endemic,Animalia,Chordata,Reptilia,Squamata,Scincidae,SA,,,,,,,,,,,,,,,,
1839,Tmesipteris lanceolata,,Extinct,Extinct,Plantae,Psilophyta,Psilotatae,Psilotales,Psilotaceae,QLD,,,,,,,,,,,,,,,,
